Brand,Name,Price,Delivery,Return/Exchange,Availability,Product Link
VAULT,Vault CL-20 4/4 size Classical Guitar With Bag,"4,799","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Vault-CL-20-size-Classical-Guitar/dp/B097NB12H3/ref=sr_1_68?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-68
blueberry,"Blueberry B40L, 40"" Acoustic Guitar Kit Inbuilt Truss Rod with Bag, Strap, One Pack Strings And Picks (Classic Maroon)","4,495","Thursday, 29 December",7 days Replacement,In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODIwODQ2MzYxNjQyMzA0OjE2NzIwMzU2MTg6c3BfbXRmOjIwMDc4MzM2ODg1MTk4OjowOjo&url=%2FBlueberry-Acoustic-Inbuilt-Strings-Classic%2Fdp%2FB09VLF8B8G%2Fref%3Dsr_1_69_sspa%3Fcrid%3D2WL0QRE4DVVCT%26keywords%3DGuitar%26qid%3D1672035618%26sprefix%3Dguitar%252Caps%252C410%26sr%3D8-69-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
VAULT,"Vault DA20 Dreadnought Acoustic Guitar With Gig-Bag, Picks, Strings Set, String Winder, Strap, Polishing Cloth And Allen Key","4,465","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODIwODQ2MzYxNjQyMzA0OjE2NzIwMzU2MTg6c3BfbXRmOjIwMDkyNjI0MDIxNTk4OjowOjo&url=%2FDreadnought-Acoustic-Gig-Bag-Strings-Polishing%2Fdp%2FB0BJJRJVHY%2Fref%3Dsr_1_70_sspa%3Fcrid%3D2WL0QRE4DVVCT%26keywords%3DGuitar%26qid%3D1672035618%26sprefix%3Dguitar%252Caps%252C410%26sr%3D8-70-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
blueberry,"Blueberry 38C, 38"" Acoustic Guitar Kit with Bag, Strap, One Pack Strings And Picks (Black)","2,695","Thursday, 29 December",7 days Replacement,In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODIwODQ2MzYxNjQyMzA0OjE2NzIwMzU2MTg6c3BfbXRmOjIwMDc4MzM2ODg4ODk4OjowOjo&url=%2FBlueberry-38C-Acoustic-Guitar-Strings%2Fdp%2FB08KLMV4XX%2Fref%3Dsr_1_71_sspa%3Fcrid%3D2WL0QRE4DVVCT%26keywords%3DGuitar%26qid%3D1672035618%26sprefix%3Dguitar%252Caps%252C410%26sr%3D8-71-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
blueberry,"Blueberry B-D38, 38 Inch Acoustic Guitar Kit Inbuilt Truss Rod with Bag, Strap, One Pack Strings And Picks (Sunburst)","2,795","Thursday, 29 December",7 days Replacement,In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODIwODQ2MzYxNjQyMzA0OjE2NzIwMzU2MTg6c3BfbXRmOjIwMDc4MzM2ODg3Njk4OjowOjo&url=%2FBlueberry-B-D38-Acoustic-Inbuilt-Sunburst%2Fdp%2FB08LNP8KGS%2Fref%3Dsr_1_72_sspa%3Fcrid%3D2WL0QRE4DVVCT%26keywords%3DGuitar%26qid%3D1672035618%26sprefix%3Dguitar%252Caps%252C410%26sr%3D8-72-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
B,B For Best 4 String Acoustic Décor Guitar Children's Educational Musical Instrument Child Learning Random Brown Best Gift Boys & Girls 24 Inch Kids Keep Tone Picks Strap Ability Beginner Sound,887,"Wednesday, 28 December",10 days Returnable,In stock.,https://www.amazon.in/Best-Acoustic-Childrens-Educational-Instrument/dp/B0BMYJ3PXY/ref=sr_1_73?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-73
YAMAHA,"YAMAHA F310, 6-Strings Rose Wood Acoustic Guitar, Natural","9,295","Thursday, 29 December",7 days Replacement,In stock.,https://www.amazon.in/Yamaha-F310-6-Strings-Acoustic-Natural/dp/B000RVYW7E/ref=sr_1_74?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-74
HOVNER,"Hovner Carlton Special Quality Rosewood Fretboard Blue Semi Acoustic Guitar With Bag,Strap,1 Set of Extra Strings and 2 Picks By K-Retail (Blue)","4,750","Sunday, 1 January",7 days Replacement,In stock.,https://www.amazon.in/Carlton-Rosewood-Fretboard-Acoustic-K-Retail/dp/B07KK8P9VB/ref=sr_1_75?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-75
Intern,Intern INT-38C Acoustic Guitar Kit (Red),"2,399","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Intern-INT-38C-Acoustic-Guitar-Kit/dp/B073B6TF31/ref=sr_1_76?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-76
Sawtooth,Sawtooth Maple Series Left-Handed Acoustic-Electric Cutaway Jumbo Guitar with Padded Gig Bag and Pick Sampler,"1,16,197",January 12 - 16,7 days Replacement,Usually dispatched in 3 to 4 days.,https://www.amazon.in/Sawtooth-Left-Handed-Acoustic-Electric-Cutaway-Sampler/dp/B07GQ9HDK3/ref=sr_1_77?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-77
Walden,"Walden, Acoustic Guitar, Grand Auditorium with Bag -Satin Natural G550RE/W","42,555","Wednesday, 28 December",7 days Replacement,Only 1 left in stock (more on the way).,https://www.amazon.in/Walden-Acoustic-Auditorium-Natural-G550RE/dp/B086XBPM4R/ref=sr_1_78?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-78
Kadence,"Kadence Acoustic Guitar Frontier Series For Beginners With Padded Bag, Belt, Plectrums Complete Pack.","5,999","Thursday, 29 December",7 days Replacement,Only 1 left in stock.,https://www.amazon.in/Kadence-Acoustic-Frontier-Beginners-Plectrums/dp/B09N97SV4C/ref=sr_1_79?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-79
MUSICAL,"Musical String New Acoustic Guitar 6 string, 21 freet, 41 inches Black Mat Finished with Black Cover Bag, Picks and One Extra String Set","2,999","Sunday, 1 January",7 days Replacement,In stock.,https://www.amazon.in/Musical-String-Acoustic-Guitar-Finished/dp/B08W4JGP4B/ref=sr_1_80?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-80
YAMAHA,"Yamaha FS100C Acoustic Guitar, Natural","9,990","Thursday, 29 December",7 days Replacement,In stock.,https://www.amazon.in/Yamaha-FS100C-Acoustic-Guitars-Natural/dp/B00QKD79QE/ref=sr_1_81?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-81
Martin,Martin Smith W-101-SB-PK Acoustic Guitar Super Kit with Stand (Sun Burst),"6,156",-,Returns Policy,,https://www.amazon.in/Martin-Smith-W-101-SB-PK-Acoustic-Guitar/dp/B019MY0ZGI/ref=sr_1_82?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-82
Fender,Fender 0930307032 SA-105CE Dreadnought Cutaway Electric Guitar - Sunburst,"12,799","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Fender-0930307032-SA-105CE-Dreadnought-Electric/dp/B009X3PM08/ref=sr_1_83?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-83
JUAREZ,"JUAREZ Arpeggio Guitar JRA41SP-RD-K, red","7,009","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/JUAREZ-Arpeggio-Guitar-JRA41SP-RD-K-red/dp/B08MW8CWG8/ref=sr_1_84?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-84
medellin,"Medellin MDCF38BK Carbon Fiber Acoustic Guitar With Handrest, Set Of Strings, Strap, Bag, 3 Picks, Capo, Guitar Wall Hanging Stand (Matt, Sunburst)","2,247","Thursday, 29 December",7 days Replacement,In stock.,https://www.amazon.in/Medellin-Acoustic-specailized-learning-beginners/dp/B09MSGN39M/ref=sr_1_85?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-85
Intern,"Intern INT-38C-VT-G 38 Incheses Cutaway Right HAnded lindenwood Acoustic Guitar Kit, With Bag, Strings, Pick And Strap (Violet, 6-Strings)","2,399","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Intern-INT-38C-VT-G-Guitar-Kit-Violet/dp/B07K8YJXKL/ref=sr_1_86?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-86
blueberry,"Blueberry R-701 Gray, 6 String Right Handed Beginner Full Size Rosewood Fret board Electric Guitar with Bag, Strap, One Set of Strings and 2 Picks","5,999","Thursday, 29 December",7 days Returnable,In stock.,https://www.amazon.in/Blueberry-Beginner-Rosewood-Electric-Strings/dp/B0BLYP3Q6S/ref=sr_1_87?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-87
Fender.,"Fender.Electro Acoustic Guitar CD60SCE (Solid Top) All Mahogany Dreadnought 6-Strings - Rosewood Fret board-Black With Sponge bag, Belt, String set, & Plectrums Complete Kit.","28,999","Thursday, 29 December",7 days Replacement,Only 2 left in stock.,https://www.amazon.in/CD60SCE-Solid-Top-All-Mahogany/dp/B08DN1HSN1/ref=sr_1_88?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-88
VAULT,"Vault EA20 Guitar Kit with Learn to Play Ebook, Bag, Strings, Straps, Picks, String winder & Polishing Cloth - 40 inch Cutaway Acoustic Guitar","4,669","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Strings-Straps-String-winder-Polishing/dp/B07RV9FJ2Z/ref=sr_1_89?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-89
Pluto,Pluto HW41C-201 41-inch Cutaway Acoustic Guitar (Natural),"6,900","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Pluto-HW41C201-HW41C-201-Acoustic-Guitar/dp/B014R94H1W/ref=sr_1_90?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-90
Best,Best T 4 String Acoustic Décor Guitar Children's Educational Musical Instrument Child Learning Random Brown Best Gift Boys & Girls 24 Inch Kids Keep Tone Picks Strap Ability Beginner Sound,889,"Wednesday, 28 December",10 days Returnable,In stock.,https://www.amazon.in/Best-Acoustic-Childrens-Educational-Instrument/dp/B0BMX83WZ1/ref=sr_1_91?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-91
Cort,Cort AD810E Dreadnought Electro Acoustic Guitar,"12,899","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Cort-AD810E-Dreadnought-Electro-Acoustic/dp/B00V9RNUD2/ref=sr_1_92?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-92
JUAREZ,"Juarez Acoustic Guitar, [ LEFT HANDED] 38 Inch Cutaway, 38CL/BK with Bag, Strings, Pick and Strap, Black","2,755","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Juarez-Acoustic-Cutaway-BK-Strings/dp/B076T3RHMG/ref=sr_1_93?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-93
Henrix,"Henrix 38C 38 Inch Left Handed Cutaway Acoustic Guitar with Dual Action Truss Rod, Gigbag, Picks, String Set, Strap, Cloth & Ebook- Natural","2,849","Wednesday, 28 December",7 days Replacement,Only 2 left in stock.,https://www.amazon.in/Henrix-Handed-Cutway-Acoustic-Polishing/dp/B08R3DKYGM/ref=sr_1_94?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-94
YAMAHA,"Yamaha F280 Acoustic Guitar, Natural With Bajaao Gig Bag","7,999","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Yamaha-Acoustic-Guitar-Natural-Bajaao/dp/B08RMP2F6Z/ref=sr_1_95?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-95
Quality,Quality Time 4 String Acoustic Décor Guitar Children's Educational Musical Instrument Child Learning Random Brown Best Gift Boys & Girls 24 Inch Kids Keep Tone Picks Strap Ability Beginner Sound,892,"Wednesday, 28 December",10 days Returnable,In stock.,https://www.amazon.in/Quality-Time-Childrens-Educational-Instrument/dp/B0BMG442FM/ref=sr_1_96?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-96
YAMAHA,"Yamaha FS100C Acoustic Guitar, Natural","9,990","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Yamaha-FS100C-Acoustic-Guitar-Natural/dp/B08Z3DVN8N/ref=sr_1_97?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-97
Kadence,"Kadence Frontier 34inch guitar for Kids, Travel Guitar for Adult Acoustic Guitar with Die Cast Keys, Set of Strings, Strap, Picks and Bag (Black Guitar)","3,598","Thursday, 29 December",7 days Replacement,In stock.,https://www.amazon.in/Kadence-Professional-Guitar-Years-Strings/dp/B07YZK5B2Z/ref=sr_1_98?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-98
YAMAHA,Yamaha 22.8 Inches Merantiwood Classical Guitar C40//02 (Brown),"8,599",December 31 - January 3,7 days Replacement,Only 2 left in stock.,https://www.amazon.in/Yamaha-Classical-Guitar-C40-02/dp/B003UGCUFE/ref=sr_1_99?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-99
HOVNER,"Hovner 215 Crown Sunburst F-Cut Rosewood Fretboard Acoustic Guitar With Bag,Strap,1 Set of Extra Strings and 2 Picks By K-Retail","4,480","Sunday, 1 January",7 days Replacement,In stock.,https://www.amazon.in/Rosewood-Fretboard-Sunburst-Electro-Acoustic/dp/B07L1WCQKH/ref=sr_1_100?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-100
Henrix,"Henrix 38C PRO 38 Inch Cutaway Acoustic Guitar With with Die-cast Tuners, Dual-action Truss Rod, Gig-Bag, Picks, String set, String Winder, Strap & Polishing Cloth - Black","3,599","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Henrix-Cutaway-Acoustic-Die-Cast-Tuners/dp/B07KMXDXBV/ref=sr_1_101?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-101
Ibanez,"Ibanez GRG170DX 40 Inches Wood Electric Guitar, Black","21,039","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Ibanez-GRG170DX-Electric-Guitar-Black/dp/B001EM180O/ref=sr_1_102?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-102
VAULT,Vault TL1 Tele Style Electric Guitar - Black,"10,299","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Vault-Tele-Style-Electric-Guitar/dp/B09ZJ3Q1KM/ref=sr_1_103?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sprefix=guitar%2Caps%2C410&sr=8-103
YAMAHA,YAMAHA FS80C BLACK CONCERT CUTAWAY GUITAR,"7,590",,7 days Replacement,Usually dispatched in 3 to 4 days.,https://www.amazon.in/YAMAHA-FS80C-CONCERT-CUTAWAY-GUITAR/dp/B08WBBVMVJ/ref=sr_1_104_mod_primary_new?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035618&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=guitar%2Caps%2C410&sr=8-104
Guitar,"GUITAR BRO - COMBO (Black Acoustic Guitar for Beginner, Guitar Learning Kit, Song Book, Video Lectures, Accessories like Pick, Bag)","8,999",December 31 - January 3,7 days Replacement,In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODIwODQ2MzYxNjQyMzA0OjE2NzIwMzU2MTg6c3BfYnRmOjIwMDMxNjg4MjI2MjAxOjowOjo&url=%2FGUITAR-BRO-Acoustic-Beginner-Accessories%2Fdp%2FB07T84GC8L%2Fref%3Dsr_1_105_sspa%3Fcrid%3D2WL0QRE4DVVCT%26keywords%3DGuitar%26qid%3D1672035618%26sprefix%3Dguitar%252Caps%252C410%26sr%3D8-105-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
blueberry,Blueberry D38 38 Inches Trussrod Lindenwood Acoustic Guitar Kit (Blue),"2,895","Thursday, 29 December",7 days Replacement,In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODIwODQ2MzYxNjQyMzA0OjE2NzIwMzU2MTg6c3BfYnRmOjIwMDc4MzM2ODg3ODk4OjowOjo&url=%2FBlueberry-Acoustic-Guitar-inbuilt-Truss-rod%2Fdp%2FB08T8HW3K7%2Fref%3Dsr_1_106_sspa%3Fcrid%3D2WL0QRE4DVVCT%26keywords%3DGuitar%26qid%3D1672035618%26sprefix%3Dguitar%252Caps%252C410%26sr%3D8-106-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Right,Right Search ® Mini Musical Guitar Toy _g1,299,"Saturday, 31 December",7 days Replacement,In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODIwODQ2MzYxNjQyMzA0OjE2NzIwMzU2MTg6c3BfYnRmOjIwMDc3ODY4NTg2Mjk4OjowOjo&url=%2FRight-Search-Mini-Musical-Guitar%2Fdp%2FB0B6FJNP9S%2Fref%3Dsr_1_107_sspa%3Fcrid%3D2WL0QRE4DVVCT%26keywords%3DGuitar%26qid%3D1672035618%26sprefix%3Dguitar%252Caps%252C410%26sr%3D8-107-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
blueberry,"Blueberry B-G41S, 41 Inch Acoustic Guitar Kit, with Bag,Belt, One Pack Strings And Picks (Natural)","6,500","Thursday, 29 December",7 days Replacement,Only 1 left in stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODIwODQ2MzYxNjQyMzA0OjE2NzIwMzU2MTg6c3BfYnRmOjIwMDc4MzM2ODg4NTk4OjowOjo&url=%2FBlueberry-B-G41S-Acoustic-Strings-Natural%2Fdp%2FB07PKQGF2N%2Fref%3Dsr_1_108_sspa%3Fcrid%3D2WL0QRE4DVVCT%26keywords%3DGuitar%26qid%3D1672035618%26sprefix%3Dguitar%252Caps%252C410%26sr%3D8-108-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
blueberry,"Blueberry 38 Inch D38S Acoustic Guitar Kit Inbuilt Truss Rod, with Bag, Belt, One Pack Strings And Picks (Brown)","2,999","Thursday, 29 December",7 days Replacement,In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2OTkxODY1NzgyMzUxNzk5OjE2NzIwMzU1Nzc6c3BfYXRmX25leHQ6MjAwNzgzMzY4ODkzOTg6OjA6Og&url=%2FBlueberry-Acoustic-Guitar-Inbuilt-Strings%2Fdp%2FB07PHZ16BG%2Fref%3Dsr_1_97_sspa%3Fcrid%3D2WL0QRE4DVVCT%26keywords%3DGuitar%26qid%3D1672035577%26sprefix%3Dguitar%252Caps%252C410%26sr%3D8-97-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
FESTRA,"Festra R-40- Trussrod Acoustic Guitar Kit with Bag, Strap, One Pack Strings and Picks (Black)","4,495","Thursday, 29 December",7 days Replacement,In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2OTkxODY1NzgyMzUxNzk5OjE2NzIwMzU1Nzc6c3BfYXRmX25leHQ6MjAwNzgzMzY4ODU1OTg6OjA6Og&url=%2FFestra-Trussrod-Acoustic-Guitar-Strings%2Fdp%2FB09VLBKD2M%2Fref%3Dsr_1_98_sspa%3Fcrid%3D2WL0QRE4DVVCT%26keywords%3DGuitar%26qid%3D1672035577%26sprefix%3Dguitar%252Caps%252C410%26sr%3D8-98-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
blueberry,"Blueberry B40, 40 Inch Acoustic Guitar Kit inbuilt Truss Rod, with Bag, Strap, One Pack Strings and Picks (Natural)","4,295","Thursday, 29 December",7 days Replacement,In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2OTkxODY1NzgyMzUxNzk5OjE2NzIwMzU1Nzc6c3BfYXRmX25leHQ6MjAwNzgzMzY4ODczOTg6OjA6Og&url=%2FBlueberry-Acoustic-inbuilt-Strings-Natural%2Fdp%2FB07PLK46LR%2Fref%3Dsr_1_99_sspa%3Fcrid%3D2WL0QRE4DVVCT%26keywords%3DGuitar%26qid%3D1672035577%26sprefix%3Dguitar%252Caps%252C410%26sr%3D8-99-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
blueberry,"Blueberry 38C, 38"" Acoustic Guitar Kit with Bag, Strap, One Pack Strings And Picks (Sunburst)","2,395","Thursday, 29 December",7 days Replacement,In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2OTkxODY1NzgyMzUxNzk5OjE2NzIwMzU1Nzc6c3BfYXRmX25leHQ6MjAwNzgzMzY4ODg0OTg6OjA6Og&url=%2FBlueberry-38C-Acoustic-Strings-Sunburst%2Fdp%2FB08KLMQN88%2Fref%3Dsr_1_100_sspa%3Fcrid%3D2WL0QRE4DVVCT%26keywords%3DGuitar%26qid%3D1672035577%26sprefix%3Dguitar%252Caps%252C410%26sr%3D8-100-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
YAMAHA,"Yamaha FS100C Acoustic Guitar, Natural","9,990","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Yamaha-FS100C-Acoustic-Guitar-Natural/dp/B08Z3DVN8N/ref=sr_1_101?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-101
Kadence,"Kadence Frontier 34inch guitar for Kids, Travel Guitar for Adult Acoustic Guitar with Die Cast Keys, Set of Strings, Strap, Picks and Bag (Black Guitar)","3,598","Thursday, 29 December",7 days Replacement,In stock.,https://www.amazon.in/Kadence-Professional-Guitar-Years-Strings/dp/B07YZK5B2Z/ref=sr_1_102?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-102
YAMAHA,Yamaha 22.8 Inches Merantiwood Classical Guitar C40//02 (Brown),"8,599",December 31 - January 3,7 days Replacement,Only 2 left in stock.,https://www.amazon.in/Yamaha-Classical-Guitar-C40-02/dp/B003UGCUFE/ref=sr_1_103?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-103
HOVNER,"Hovner 215 Crown Sunburst F-Cut Rosewood Fretboard Acoustic Guitar With Bag,Strap,1 Set of Extra Strings and 2 Picks By K-Retail","4,480","Sunday, 1 January",7 days Replacement,In stock.,https://www.amazon.in/Rosewood-Fretboard-Sunburst-Electro-Acoustic/dp/B07L1WCQKH/ref=sr_1_104?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-104
