Brand,Name,Price,Delivery,Return/Exchange,Availability,Product Link
Henrix,"Henrix 38C PRO 38 Inch Cutaway Acoustic Guitar With with Die-cast Tuners, Dual-action Truss Rod, Gig-Bag, Picks, String set, String Winder, Strap & Polishing Cloth - Black","3,599","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Henrix-Cutaway-Acoustic-Die-Cast-Tuners/dp/B07KMXDXBV/ref=sr_1_105?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-105
Ibanez,"Ibanez GRG170DX 40 Inches Wood Electric Guitar, Black","21,039","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Ibanez-GRG170DX-Electric-Guitar-Black/dp/B001EM180O/ref=sr_1_106?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-106
VAULT,Vault TL1 Tele Style Electric Guitar - Black,"10,299","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Vault-Tele-Style-Electric-Guitar/dp/B09ZJ3Q1KM/ref=sr_1_97?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-97
YAMAHA,YAMAHA FS80C BLACK CONCERT CUTAWAY GUITAR,"7,590",,7 days Replacement,Usually dispatched in 3 to 4 days.,https://www.amazon.in/YAMAHA-FS80C-CONCERT-CUTAWAY-GUITAR/dp/B08WBBVMVJ/ref=sr_1_98_mod_primary_new?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=guitar%2Caps%2C410&sr=8-98
VAULT,Vault EA40 41 inch Premium Solid Spruce-Top Cutaway Acoustic Guitar,"7,290","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Premium-Spruce-Top-Cutaway-Acoustic-Guitar/dp/B08FFZY6BJ/ref=sr_1_99?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-99
YAMAHA,Yamaha F-600 6-Strings Acoustic Guitar (Natural),"14,490","Thursday, 29 December",7 days Replacement,Only 1 left in stock.,https://www.amazon.in/Yamaha-6-Strings-Acoustic-Guitar-Natural/dp/B006N4MPEQ/ref=sr_1_100?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-100
Cort,"Cort AD810-OP Acoustic Guitar, Brown With Padded Bag, Belt, Plectrums & Guitar Tuner Complete Pack","9,659","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Cort-CAP810-OP-Acoustic-Plectrums-Complete/dp/B08D7SWGG5/ref=sr_1_101?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-101
Ibanez,Ibanez GSA60 25.3 Agathiswood Inches Electric Guitar - Black,"19,999","Saturday, 31 December",7 days Replacement,Only 1 left in stock.,https://www.amazon.in/Ibanez-GSA60-Electric-Guitar-Black/dp/B0002F4WLG/ref=sr_1_102?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-102
Generic,Squier SA-150N Squier Beginner Nylon String Classical Acoustic Guitar - Natural,"9,899","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Squier-SA-150N-Beginner-Classical-Acoustic/dp/B07MZZRTD9/ref=sr_1_103?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-103
ORANGEWOOD,"Orangewood 6 String Acoustic Guitar, Right, Mahogany (OW-DANA-M)","13,085","Friday, 30 December",7 days Replacement,Only 2 left in stock.,https://www.amazon.in/Orangewood-String-Acoustic-Mahogany-OW-DANA-M/dp/B07MQ8PR5Q/ref=sr_1_104?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-104
YAMAHA,Yamaha FSX80C Semi acoustic cutaway guitar (natural),"11,030",,7 days Replacement,Usually dispatched in 3 to 4 days.,https://www.amazon.in/Yamaha-FSX80C-Acoustic-Cutaway-Natural/dp/B09HL3GFZF/ref=sr_1_105_mod_primary_new?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=guitar%2Caps%2C410&sr=8-105
Cort,"Cort AD810BKS Standard Dreadnought Guitar, Spruce Top, Mahogany Back & Sides, Black Satin","10,542","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Cort-AD810BKS-Standard-Dreadnought-Mahogany/dp/B00KQEXK2A/ref=sr_1_106?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-106
VAULT,Vault DA40 41 Inch Premium Solid Spruce-Top Dreadnought Acoustic Guitar With Allen Key,"6,930","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2OTkxODY1NzgyMzUxNzk5OjE2NzIwMzU1Nzc6c3BfbXRmOjIwMDkyNjI0MDIxNDk4OjowOjo&url=%2FPremium-Spruce-Top-Dreadnought-Acoustic-Guitar%2Fdp%2FB0BJK1CWSN%2Fref%3Dsr_1_107_sspa%3Fcrid%3D2WL0QRE4DVVCT%26keywords%3DGuitar%26qid%3D1672035577%26sprefix%3Dguitar%252Caps%252C410%26sr%3D8-107-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Guitar,"GUITAR BRO - COMBO (Blue Acoustic Guitar for Beginner, Guitar Learning Kit, Song Book, Video Lectures, Accessories like Pick, Bag)","8,999",December 31 - January 4,7 days Replacement,In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2OTkxODY1NzgyMzUxNzk5OjE2NzIwMzU1Nzc6c3BfbXRmOjIwMDMxNjg4MjI2MzAxOjowOjo&url=%2FGUITAR-BRO-Acoustic-Beginner-Accessories%2Fdp%2FB07TC7TWCR%2Fref%3Dsr_1_108_sspa%3Fcrid%3D2WL0QRE4DVVCT%26keywords%3DGuitar%26qid%3D1672035577%26sprefix%3Dguitar%252Caps%252C410%26sr%3D8-108-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
VAULT,Vault PA36 Parlor Acoustic Guitar Kit,"7,499","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2OTkxODY1NzgyMzUxNzk5OjE2NzIwMzU1Nzc6c3BfbXRmOjIwMDkyNjI0MDIxNjk4OjowOjo&url=%2FVault-PA36-Parlor-Acoustic-Guitar%2Fdp%2FB0BJK1332J%2Fref%3Dsr_1_109_sspa%3Fcrid%3D2WL0QRE4DVVCT%26keywords%3DGuitar%26qid%3D1672035577%26sprefix%3Dguitar%252Caps%252C410%26sr%3D8-109-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
blueberry,"Blueberry B-40, 40"" Acoustic Guitar Kit with Bag,Belt, One Pack Strings & Picks (Black)","4,990","Thursday, 29 December",7 days Replacement,In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2OTkxODY1NzgyMzUxNzk5OjE2NzIwMzU1Nzc6c3BfbXRmOjIwMDc4MzM2ODg5MDk4OjowOjo&url=%2FBlueberry-Acoustic-Guitar-Strings-Picks%2Fdp%2FB08L7NQB57%2Fref%3Dsr_1_110_sspa%3Fcrid%3D2WL0QRE4DVVCT%26keywords%3DGuitar%26qid%3D1672035577%26sprefix%3Dguitar%252Caps%252C410%26sr%3D8-110-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Kadence,Kadence Acoustica 34” Acoustic Guitar A03 with bag,"4,998","Thursday, 29 December",7 days Replacement,In stock.,https://www.amazon.in/Kadence-Acoustica-Acoustic-Guitar-A03/dp/B08WCTFVT9/ref=sr_1_111?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-111
Fender,Fender Squier Dreadnought Semi Acoustic Guitar Solid Top Right-Hand (Natural) CD-60 SCE NAT 0970193021 One of The Most reputed Guitar Brands in the World,"25,299","Thursday, 29 December",7 days Replacement,Only 2 left in stock.,https://www.amazon.in/FENDER-CD60SCE-NAT-Dreadnought-Spruce-Semi-Acoustic/dp/B01MSBHU7X/ref=sr_1_112?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-112
Juârez,"Juârez JRZ38C/WH 6 Strings Acoustic Guitar 38 Inch Cutaway, Right Handed, White with Bag, Strings, Picks and Strap","3,317","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Ju%C3%A2rez-JRZ38C-WH-Strings-Acoustic/dp/B072MFK4L6/ref=sr_1_113?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-113
ubersweet,Ubersweet® Imported Portable Pocket Guitar 6 Fret Model Wooden Practice 6 Strings Guitar Traine O1Q5_66878,"3,109",February 4 - 6,10 days Returnable,Usually dispatched in 4 to 5 weeks.,https://www.amazon.in/Ubersweet%C2%AE-Portable-Practice-Strings-O1Q5_66878/dp/B09LYR3WV9/ref=sr_1_114?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-114
Ovation,"Ovation CE44P-SM Acoustic-Electric Guitar, Spalted Maple","1,05,207",January 12 - 16,7 days Replacement,Usually dispatched in 3 to 4 days.,https://www.amazon.in/Ovation-CE44P-SM-Acoustic-Electric-Guitar-Spalted/dp/B00HT5H74Q/ref=sr_1_115?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-115
JUAREZ,"JUAREZ Arpéggio 104.14 cm (41 Inch) Acoustic Guitar Kit, Spruce Top, Black","5,895","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/JUAREZ-Arp%C3%A9ggio-Acoustic-Guitar-Spruce/dp/B08KGCFXKP/ref=sr_1_116?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-116
Kadence,"Kadence Frontier Series Acoustic Guitar With Equalizer, Super Combo with Bag, 1 pack Strings, Strap, Picks, Capo, Tuner and Guitar Stand","6,698","Thursday, 29 December",7 days Replacement,In stock.,https://www.amazon.in/Kadence-Frontier-Acoustic-Equalizer-Strings/dp/B01HRIHH9E/ref=sr_1_117?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-117
Cort,"Cort AD810 Dreadnought Acoustic Guitar with Gig Bag,Tuner,Picks and Strap (Natural Bundle)","10,800","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Cort-AD810-Dreadnought-Acoustic-Guitar/dp/B07KMBVR6V/ref=sr_1_118?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-118
Fender,Fender CD 60 Dread V3 DS 6 String Acoustic Guitar - Walnut Fretboard-Black Right-Handed One of The Most reputed Guitar Brands in the World. 0970110506,"12,499","Wednesday, 28 December",7 days Replacement,Only 1 left in stock (more on the way).,https://www.amazon.in/Fender-Dread-String-Acoustic-Guitar/dp/B07RM4B5LJ/ref=sr_1_119?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-119
Epiphone,Epiphone SG Muse Electric Guitar - Radio Blue Metallic,"43,462","Thursday, 29 December",7 days Replacement,In stock.,https://www.amazon.in/Epiphone-String-Electric-Inspired-Metallic/dp/B0881X5LDL/ref=sr_1_120?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-120
Kadence,"Kadence 40 Incheses Frontier Series, rosewood Semi Acoustic Guitar With Die Cast Keys (Bag,Strap,Strings And 3 Picks) (own)","5,798","Thursday, 29 December",7 days Replacement,In stock.,https://www.amazon.in/Kadence-Frontier-Acoustic-Guitar-Strings/dp/B07T48VTZ1/ref=sr_1_121?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-121
Fender,Fender CD-60SCE Electro-Acoustic Guitar With Gig- Bag- black,"26,999","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Fender-CD-60SCE-Electro-Acoustic-Guitar-black/dp/B09BVZ57LM/ref=sr_1_122?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-122
Kadence,"Kadence Guitar 36” Acoustica Series, Electric Acoustic Guitar, Ash Wood with Pickup and Inbuilt tuner Travel GUitar Small Size for Kids and Adult (A06 36"")","6,298","Thursday, 29 December",7 days Replacement,In stock.,https://www.amazon.in/Kadence-ACOUSTICA-guitar-WALNUT-Acoustic/dp/B08PBKRK6L/ref=sr_1_123?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-123
JUAREZ,JUAREZ JRZ41C 41 Inch ACOUSTIC GUITAR WITH ACC (3TS SUNBURST),"4,336","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/JUAREZ-JRZ41C-ACOUSTIC-GUITAR-SUNBURST/dp/B07X1XQC4Z/ref=sr_1_124?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-124
JUAREZ,"JUAREZ Arpeggio 99.06 cm (39 Inch) Semi-Acoustic Guitar Kit, Spruce Top, Rosewood Fretboard & Bridge, Truss Rod, 4 Band EQ, Chrome Die Cast Machine Tuners, Black","6,769","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/JUAREZ-Arpeggio-Semi-Acoustic-Rosewood-Fretboard/dp/B08LBG3F36/ref=sr_1_125?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-125
YAMAHA,"Yamaha F310 Acoustic Guitar, Tobacco Brown","9,779","Thursday, 29 December",7 days Replacement,In stock.,https://www.amazon.in/Yamaha-F310-Acoustic-Tobacco-Brown/dp/B00RW19OXY/ref=sr_1_126?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-126
Fender,Fender FA-235E Concert Bodied Acoustic Guitar - Mocha Burst With Bag.,"28,999","Thursday, 29 December",7 days Replacement,Only 1 left in stock.,https://www.amazon.in/Fender-FA-235E-Concert-Bodied-Acoustic/dp/B09Y3FCC7F/ref=sr_1_127?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-127
PRS,"PRS, Acoustic Electric Guitar, SE P20E Parlor w/Fishman Pickup -Vintage Mahogany (106997:VM)","51,069","Wednesday, 28 December",7 days Replacement,Only 2 left in stock.,https://www.amazon.in/PRS-Acoustic-Electric-Vintage-106997/dp/B088ST1J3Y/ref=sr_1_128?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-128
VAULT,Vault RG1 Soloist Premium Electric Guitar - Transparent Black,"10,999","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Vault-Soloist-Premium-Electric-Guitar/dp/B09GLZSS95/ref=sr_1_129?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-129
Angel,"Angel Lopez ERE-CFI S LH Eresma Series Left Handed, Acoustic-Electric Classical Guitar","1,26,525",January 12 - 16,7 days Replacement,Usually dispatched in 3 to 4 days.,https://www.amazon.in/Angel-Lopez-ERE-CFI-LH-Acoustic-Electric/dp/B00KCM3I7S/ref=sr_1_130?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-130
YAMAHA,"YAMAHA F310-TBS Right Handed Spruce, Back/Side/Rib, Meranti Acoustic Guitar (Tobacco Sunburst, 6-Strings)","9,760","Thursday, 29 December",7 days Replacement,In stock.,https://www.amazon.in/Yamaha-6-String-Acoustic-Right-Handed-Sunburst/dp/B000WITGQO/ref=sr_1_131?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-131
ORANGEWOOD,"Orangewood Manhattan-s Dreadnought Acoustic Guitar with Spruce Top, OW-MANHATTAN-S","13,085","Sunday, 1 January",7 days Replacement,Only 2 left in stock.,https://www.amazon.in/Orangewood-Manhattan-Dreadnought-Acoustic-Earthwood/dp/B077C1BF9B/ref=sr_1_132?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-132
Juârez,"Juârez JRZ38C/ASH 6 Strings Acoustic Guitar 38 Inch Cutaway, Right Handed, Ash with Bag, Strings, Picks and Strap","3,401","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Juarez-JRZ38C-ASH-Strings-Acoustic/dp/B072JTPNZC/ref=sr_1_133?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-133
JUAREZ,"JUAREZ Fiésta 41 Inch Acoustic Guitar Cutaway with Dual Action Truss Rod, 21 Frets Rosewood Fretboard & Bridge, Padded 5mm Cotton Bag, Cotton Strap, 2 Picks, Allen Key, Extra String Set, 3TS Sunburst","3,729","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/JUAREZ-Acoustic-Rosewood-Fretboard-3TS/dp/B08GZXNSBG/ref=sr_1_134?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-134
Kadence,"Kadence Acoustica Series 41"" Dreadnought Solid Top Rose Back Acoustic Guitar AEJ101 with Fishman EQ… (Spruce Solid 2)","23,998","Thursday, 29 December",7 days Replacement,In stock.,https://www.amazon.in/Kadence-Acoustica-Acoustic-Fishman-Hardcase/dp/B08WC9XJVG/ref=sr_1_135?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-135
Epiphone,"Epiphone Les Paul Muse 6 String Right Handed Electric Guitar, Purple Passion Metallic","49,900","Thursday, 29 December",7 days Replacement,In stock.,https://www.amazon.in/Epiphone-String-Electric-Passion-Metallic/dp/B0892S4JVX/ref=sr_1_136?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-136
PRS,"PRS Guitars Electric Guitar, SE Standard 245, 2021 Series -Tobacco Sunburst ST245TS","66,590","Wednesday, 28 December",7 days Replacement,Only 2 left in stock.,https://www.amazon.in/PRS-Guitars-Electric-Standard-ST245TS/dp/B08X4NL6BP/ref=sr_1_137?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-137
YAMAHA,"Yamaha F310 NAT Acoustic Guitar, Natural, with Case","10,580","Thursday, 29 December",7 days Replacement,In stock.,https://www.amazon.in/Yamaha-Acoustic-Guitar-Natural-Case/dp/B011RI0P6C/ref=sr_1_138?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-138
Kadence,"Kadence acoustica 40"" Acoustic Guitar AGE01B Spruce Top with Mahogany back and Sides with bag","8,998","Thursday, 29 December",7 days Replacement,In stock.,https://www.amazon.in/Kadence-acoustica-Acoustic-Guitar-Mahogany/dp/B07PXW742B/ref=sr_1_139?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-139
Martin,Martin Smith W-101-N-PK Acoustic Guitar Super Kit with Stand (Natural),"9,499","Wednesday, 28 December",7 days Replacement,In stock.,https://www.amazon.in/Martin-Smith-W-101-N-PK-Acoustic-Natural/dp/B00UOUK4IE/ref=sr_1_140?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-140
ESP,"ESP LTE200RTSB Solid-Body Electric Guitar, Tobacco Sunburst","99,380",January 12 - 16,7 days Replacement,Usually dispatched in 3 to 4 days.,https://www.amazon.in/ESP-LTE200RTSB-Solid-Body-Electric-Sunburst/dp/B01AIXFSZK/ref=sr_1_141?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-141
-,"Takamine GD71CE-NAT Dreadnought Cutaway Acoustic-Electric Guitar, Natural","1,26,255",January 12 - 16,7 days Replacement,Usually dispatched in 3 to 4 days.,https://www.amazon.in/Takamine-GD71CE-NAT-Dreadnought-Cutaway-Acoustic-Electric/dp/B00B5LD3TI/ref=sr_1_142?crid=2WL0QRE4DVVCT&keywords=Guitar&qid=1672035577&sprefix=guitar%2Caps%2C410&sr=8-142
Techblaze,"Techblaze 22 Pcs Guitar Kit Set Guitar Strings Changing Kit Guitar Tool Kit with 6 Strings, 12 Multicolored Picks, 1 Guitar Capo, 1 String Winder 1 String Cutter, 1 Guitar Tuner for Acoustic Guitars",769,"Friday, 30 December",7 days Replacement,In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2OTkxODY1NzgyMzUxNzk5OjE2NzIwMzU1Nzc6c3BfYnRmOjIwMDk5NzMwMzE0NDk4OjowOjo&url=%2FTechblaze-Strings-Changing-Multicolored-Acoustic%2Fdp%2FB08L64C7LX%2Fref%3Dsr_1_143_sspa%3Fcrid%3D2WL0QRE4DVVCT%26keywords%3DGuitar%26qid%3D1672035577%26sprefix%3Dguitar%252Caps%252C410%26sr%3D8-143-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
blueberry,"Blueberry B-40, 40"" Acoustic Guitar Kit Inbuilt Truss Rod, with Bag,Belt, One Pack Strings And Picks (Black)","4,990","Thursday, 29 December",7 days Replacement,In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2OTkxODY1NzgyMzUxNzk5OjE2NzIwMzU1Nzc6c3BfYnRmOjIwMDc4MzM2ODg5MTk4OjowOjo&url=%2FBlueberry-B-40Y-Acoustic-Inbuilt-Strings%2Fdp%2FB07PLK112T%2Fref%3Dsr_1_144_sspa%3Fcrid%3D2WL0QRE4DVVCT%26keywords%3DGuitar%26qid%3D1672035577%26sprefix%3Dguitar%252Caps%252C410%26sr%3D8-144-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Gibz's,Gibz's G-38 Matte Acoustic Guitar With Truss Rod - Black,"4,498","Friday, 30 December",7 days Replacement,Only 2 left in stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2OTkxODY1NzgyMzUxNzk5OjE2NzIwMzU1Nzc6c3BfYnRmOjIwMDkyOTU1MjkwMTk4OjowOjo&url=%2FGibzs-38-C-Acoustic-Guitar-Black%2Fdp%2FB07LH8P4XK%2Fref%3Dsr_1_145_sspa%3Fcrid%3D2WL0QRE4DVVCT%26keywords%3DGuitar%26qid%3D1672035577%26sprefix%3Dguitar%252Caps%252C410%26sr%3D8-145-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
-,"TECHBLAZE 8 Pcs Guitar Accessories Kit Including Guitar Tuner, Guitar Capo, 3 in 1 String Winder, 5 Celluloid Guitar Picks Plectrum Acoustic Guitar Kit (Capo + Tuner+ String Winder + Picks)",899,"Friday, 30 December",7 days Returnable,In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2OTkxODY1NzgyMzUxNzk5OjE2NzIwMzU1Nzc6c3BfYnRmOjIwMDk5NzMwMzE0Mzk4OjowOjo&url=%2FTECHBLAZE-Accessories-Including-Celluloid-Plectrum%2Fdp%2FB09KGLFJHF%2Fref%3Dsr_1_146_sspa%3Fcrid%3D2WL0QRE4DVVCT%26keywords%3DGuitar%26qid%3D1672035577%26sprefix%3Dguitar%252Caps%252C410%26sr%3D8-146-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
